2021-03-30 15:36:43,796 INFO ######################################
2021-03-30 15:36:43,796 INFO Extract ... dataset1csv
2021-03-30 15:36:43,796 INFO {'rawname': 'William Dixon', 'rawprice': '109.0372796', 'first_name': 'William', 'last_name': 'Dixon', 'price': 109.0372796, 'above_100': 'true'}
2021-03-30 15:36:43,796 INFO {'rawname': 'Kristen Horn', 'rawprice': '262.5246522', 'first_name': 'Kristen', 'last_name': 'Horn', 'price': 262.5246522, 'above_100': 'true'}
2021-03-30 15:36:43,796 INFO {'rawname': 'Kimberly Chang', 'rawprice': '187.0072583', 'first_name': 'Kimberly', 'last_name': 'Chang', 'price': 187.0072583, 'above_100': 'true'}
2021-03-30 15:36:43,796 INFO {'rawname': 'Mary Ball', 'rawprice': '283.1746476', 'first_name': 'Mary', 'last_name': 'Ball', 'price': 283.1746476, 'above_100': 'true'}
2021-03-30 15:36:43,796 INFO {'rawname': 'Benjamin Craig', 'rawprice': '143.8715817', 'first_name': 'Benjamin', 'last_name': 'Craig', 'price': 143.8715817, 'above_100': 'true'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Cathy Werner', 'rawprice': '61.50899135', 'first_name': 'Cathy', 'last_name': 'Werner', 'price': 61.50899135, 'above_100': 'false'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Brandon Bell', 'rawprice': '48.6373091', 'first_name': 'Brandon', 'last_name': 'Bell', 'price': 48.6373091, 'above_100': 'false'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Paul Farley', 'rawprice': '12.38946479', 'first_name': 'Paul', 'last_name': 'Farley', 'price': 12.38946479, 'above_100': 'false'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Sarah Mcdaniel', 'rawprice': '151.5954472', 'first_name': 'Sarah', 'last_name': 'Mcdaniel', 'price': 151.5954472, 'above_100': 'true'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Caroline Anderson', 'rawprice': '75.62152103', 'first_name': 'Caroline', 'last_name': 'Anderson', 'price': 75.62152103, 'above_100': 'false'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Carl Jones', 'rawprice': '147.0294047', 'first_name': 'Carl', 'last_name': 'Jones', 'price': 147.0294047, 'above_100': 'true'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Scott Lee', 'rawprice': '244.1856527', 'first_name': 'Scott', 'last_name': 'Lee', 'price': 244.1856527, 'above_100': 'true'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Kaylee Coleman', 'rawprice': '17.86427032', 'first_name': 'Kaylee', 'last_name': 'Coleman', 'price': 17.86427032, 'above_100': 'false'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Charles Parker', 'rawprice': '215.537283', 'first_name': 'Charles', 'last_name': 'Parker', 'price': 215.537283, 'above_100': 'true'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Susan Hess', 'rawprice': '38.35997063', 'first_name': 'Susan', 'last_name': 'Hess', 'price': 38.35997063, 'above_100': 'false'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Kiara Collier', 'rawprice': '204.1825486', 'first_name': 'Kiara', 'last_name': 'Collier', 'price': 204.1825486, 'above_100': 'true'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Mr. Scott Martinez', 'rawprice': '165.8514289', 'first_name': 'Scott', 'last_name': 'Martinez', 'price': 165.8514289, 'above_100': 'true'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Christopher Ortega', 'rawprice': '30.30144506', 'first_name': 'Christopher', 'last_name': 'Ortega', 'price': 30.30144506, 'above_100': 'false'}
2021-03-30 15:36:43,797 INFO {'rawname': 'Michael Russell', 'rawprice': '243.1724911', 'first_name': 'Michael', 'last_name': 'Russell', 'price': 243.1724911, 'above_100': 'true'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Dwayne Johnson', 'rawprice': '287.4932856', 'first_name': 'Dwayne', 'last_name': 'Johnson', 'price': 287.4932856, 'above_100': 'true'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Patty Smith', 'rawprice': '180.2344257', 'first_name': 'Patty', 'last_name': 'Smith', 'price': 180.2344257, 'above_100': 'true'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Deanna Sherman', 'rawprice': '99.79911842', 'first_name': 'Deanna', 'last_name': 'Sherman', 'price': 99.79911842, 'above_100': 'false'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Douglas Francis', 'rawprice': '161.7688908', 'first_name': 'Douglas', 'last_name': 'Francis', 'price': 161.7688908, 'above_100': 'true'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Vicki Diaz', 'rawprice': '18.64987672', 'first_name': 'Vicki', 'last_name': 'Diaz', 'price': 18.64987672, 'above_100': 'false'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Robin Phillips', 'rawprice': '244.9119836', 'first_name': 'Robin', 'last_name': 'Phillips', 'price': 244.9119836, 'above_100': 'true'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Travis Rice', 'rawprice': '141.4988254', 'first_name': 'Travis', 'last_name': 'Rice', 'price': 141.4988254, 'above_100': 'true'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Ashley Rocha', 'rawprice': '50.00303731', 'first_name': 'Ashley', 'last_name': 'Rocha', 'price': 50.00303731, 'above_100': 'false'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Sarah Jacobson', 'rawprice': '80.48182457', 'first_name': 'Sarah', 'last_name': 'Jacobson', 'price': 80.48182457, 'above_100': 'false'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Kayla Shannon', 'rawprice': '98.91531394', 'first_name': 'Kayla', 'last_name': 'Shannon', 'price': 98.91531394, 'above_100': 'false'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Sean Wang DDS', 'rawprice': '220.6282177', 'first_name': 'Sean', 'last_name': 'Wang', 'price': 220.6282177, 'above_100': 'true'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Richard Estrada', 'rawprice': '49.16869151', 'first_name': 'Richard', 'last_name': 'Estrada', 'price': 49.16869151, 'above_100': 'false'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Joseph Torres', 'rawprice': '150.1237842', 'first_name': 'Joseph', 'last_name': 'Torres', 'price': 150.1237842, 'above_100': 'true'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Kim Jones', 'rawprice': '18.8434377', 'first_name': 'Kim', 'last_name': 'Jones', 'price': 18.8434377, 'above_100': 'false'}
2021-03-30 15:36:43,798 INFO {'rawname': 'Melissa Tanner', 'rawprice': '269.1840299', 'first_name': 'Melissa', 'last_name': 'Tanner', 'price': 269.1840299, 'above_100': 'true'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Jackson Cline', 'rawprice': '64.31251721', 'first_name': 'Jackson', 'last_name': 'Cline', 'price': 64.31251721, 'above_100': 'false'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Sonya Foster', 'rawprice': '296.2155012', 'first_name': 'Sonya', 'last_name': 'Foster', 'price': 296.2155012, 'above_100': 'true'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Allen Williams', 'rawprice': '15.3908317', 'first_name': 'Allen', 'last_name': 'Williams', 'price': 15.3908317, 'above_100': 'false'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Mr. Thomas Rivera', 'rawprice': '95.22843716', 'first_name': 'Thomas', 'last_name': 'Rivera', 'price': 95.22843716, 'above_100': 'false'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Jamie Silva', 'rawprice': '296.8244075', 'first_name': 'Jamie', 'last_name': 'Silva', 'price': 296.8244075, 'above_100': 'true'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Kathleen Moore', 'rawprice': '92.50052419', 'first_name': 'Kathleen', 'last_name': 'Moore', 'price': 92.50052419, 'above_100': 'false'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Evelyn Pineda', 'rawprice': '169.2289293', 'first_name': 'Evelyn', 'last_name': 'Pineda', 'price': 169.2289293, 'above_100': 'true'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Kyle Peters', 'rawprice': '106.7990952', 'first_name': 'Kyle', 'last_name': 'Peters', 'price': 106.7990952, 'above_100': 'true'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Anthony Cruz', 'rawprice': '49.10199817', 'first_name': 'Anthony', 'last_name': 'Cruz', 'price': 49.10199817, 'above_100': 'false'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Eric Flores', 'rawprice': '122.9556986', 'first_name': 'Eric', 'last_name': 'Flores', 'price': 122.9556986, 'above_100': 'true'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Anna Richardson', 'rawprice': '254.4952606', 'first_name': 'Anna', 'last_name': 'Richardson', 'price': 254.4952606, 'above_100': 'true'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Gary Harper', 'rawprice': '47.59652592', 'first_name': 'Gary', 'last_name': 'Harper', 'price': 47.59652592, 'above_100': 'false'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Linda Johnson', 'rawprice': '115.3627815', 'first_name': 'Linda', 'last_name': 'Johnson', 'price': 115.3627815, 'above_100': 'true'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Melissa Smith', 'rawprice': '87.97994846', 'first_name': 'Melissa', 'last_name': 'Smith', 'price': 87.97994846, 'above_100': 'false'}
2021-03-30 15:36:43,799 INFO {'rawname': 'Kristen Floyd', 'rawprice': '135.0230413', 'first_name': 'Kristen', 'last_name': 'Floyd', 'price': 135.0230413, 'above_100': 'true'}
2021-03-30 15:36:43,800 INFO {'rawname': 'William Diaz', 'rawprice': '192.1491355', 'first_name': 'William', 'last_name': 'Diaz', 'price': 192.1491355, 'above_100': 'true'}
2021-03-30 15:36:43,800 INFO {'rawname': 'Benjamin Smith', 'rawprice': '134.9052939', 'first_name': 'Benjamin', 'last_name': 'Smith', 'price': 134.9052939, 'above_100': 'true'}
2021-03-30 15:36:43,800 INFO {'rawname': 'David Glenn', 'rawprice': '216.2910463', 'first_name': 'David', 'last_name': 'Glenn', 'price': 216.2910463, 'above_100': 'true'}
2021-03-30 15:36:43,800 INFO {'rawname': 'Dawn Jones', 'rawprice': '271.6144999', 'first_name': 'Dawn', 'last_name': 'Jones', 'price': 271.6144999, 'above_100': 'true'}
2021-03-30 15:36:43,800 INFO {'rawname': 'Joel Smith', 'rawprice': '14.4949198', 'first_name': 'Joel', 'last_name': 'Smith', 'price': 14.4949198, 'above_100': 'false'}
2021-03-30 15:36:43,800 INFO {'rawname': 'Mr. Larry Grimes MD', 'rawprice': '268.6758682', 'first_name': 'Larry', 'last_name': 'Grimes', 'price': 268.6758682, 'above_100': 'true'}
2021-03-30 15:36:43,800 INFO {'rawname': 'Joseph Arnold', 'rawprice': '121.7750468', 'first_name': 'Joseph', 'last_name': 'Arnold', 'price': 121.7750468, 'above_100': 'true'}
2021-03-30 15:36:43,800 INFO {'rawname': 'Kyle Long', 'rawprice': '241.6216391', 'first_name': 'Kyle', 'last_name': 'Long', 'price': 241.6216391, 'above_100': 'true'}
2021-03-30 15:36:43,800 INFO {'rawname': 'Brittany Day', 'rawprice': '261.5460574', 'first_name': 'Brittany', 'last_name': 'Day', 'price': 261.5460574, 'above_100': 'true'}
2021-03-30 15:36:43,800 INFO {'rawname': 'Bobby Ward', 'rawprice': '63.5130358', 'first_name': 'Bobby', 'last_name': 'Ward', 'price': 63.5130358, 'above_100': 'false'}
2021-03-30 15:36:43,800 INFO {'rawname': 'Thomas Lee', 'rawprice': '254.0755771', 'first_name': 'Thomas', 'last_name': 'Lee', 'price': 254.0755771, 'above_100': 'true'}
